,state code,county code,affgeoid,geoid,county,location,Total Population,Day Population,EJI Rank,Environmental Burden Rank,Ozone Rank,PM 2.5 Rank,Diesel Rank,Air Toxins Cancer Risk,Lack of Parks,Lack of Walkability,Railways,High Volume Roads,Airports,"Proximity to Roads, Rail, Airports",Social Vulnerability Sum,Social Vulnerability Rank,% High Blood Pressure,% Asthma,% Cancer,% Mental Health,% Diabetes,High Blood Pressure Rank,Asthma Rank,Cancer Rank,Diabetes Rank,Mental Health Rank,SHAPE__Length,SHAPE__Area,geometry,Minority Rank,Below 200% Poverty Rank,No HS Diploma Rank,Unemployed Rank,Renter Rank,Households Less than $75k Rank,Uninsured Rank,No Internet Rank,Over 65 Rank,Under 17 Rank,Disability Rank,Speak Limited English Rank,Mobile Home Rank,% Minority,% Below Poverty,% No High School Diploma,% Unemployed,% Renter,"% Households < $75,000",% Uninsured,% No Internet,% Age 65+,% Age 17 or Younger,% With Disability,% Limited English,% Mobile Home,% Group Quarters
19,06,071,1400000US06071012700,06071012700,San Bernardino,"Census Tract 127, San Bernardino County, Califor",3920,58829,0.5119,0.7151,0.9951,0.9867,0.9367,0.9089,0.7669,0.6246,0.7718,0.6706,0.9539,0.9821,0.2914,5.5325,23.2,9.0,4.3,12.2,9.2,0.0788,0.2831,0.0881,0.3056,0.2921,28670.73857432198,26814201.19057063,"POLYGON ((-117.593358 34.067718, -117.593363 34.062546, -117.581344 34.0629, -117.577995 34.061757, -117.57576 34.061501, -117.575818 34.057649, -117.575913 34.048257, -117.592694 34.048339999999996, -117.59328099999999 34.048282, -117.593273 34.044083, -117.593201 34.030505999999995, -117.585437 34.030557, -117.584558 34.030525, -117.580894 34.030156, -117.57571899999999 34.028894, -117.575165 34.023827, -117.575273 34.022644, -117.57576399999999 34.020288, -117.57580899999999 34.019096999999995, -117.56712999999999 34.018985, -117.56619599999999 34.019007, -117.558269 34.018906, -117.55834 34.023938, -117.558312 34.033451, -117.550237 34.033471999999996, -117.524313 34.033469, -117.524223 34.048109, -117.524096 34.067409999999995, -117.524027 34.07718, -117.53277 34.077211, -117.541586 34.077228, -117.54497 34.077233, -117.545083 34.067488, -117.593358 34.067718))",0.8263,0.2075,0.4881,0.6061,0.2586,0.465,0.0257,0.3043,0.1088,0.831,0.0625,0.7821,0.5665,74.7,15.7653,9.6,5.7,6.9,25.2015,0.9,11.1,8.2,27.6,5.7,5.6,1.4,0.0
20,06,071,1400000US06071001103,06071001103,San Bernardino,"Census Tract 11.03, San Bernardino County, Calif",4426,3444,0.6296,0.8466,0.994,0.9758,0.7215,0.71,0.3853,0.3605,0.658,0.6625,0.0,0.6349,0.5901,7.379,28.6,9.3,6.2,12.7,10.8,0.3032,0.3679,0.3868,0.5105,0.3505,5948.99755865756,1672779.00540086,"POLYGON ((-117.660736 34.087434, -117.660712 34.081533, -117.660703 34.077906, -117.66068 34.074264, -117.660645 34.068808, -117.655963 34.068833, -117.65597 34.072452999999996, -117.650888 34.072472, -117.650913 34.074298, -117.650944 34.081565999999995, -117.65095 34.087429, -117.660736 34.087434))",0.7633,0.3924,0.7058,0.5492,0.3684,0.6607,0.503,0.3707,0.5679,0.7621,0.3514,0.7965,0.0,62.9,24.7309,15.5,5.2,8.9,31.7723,7.1,12.9,16.8,26.1,10.4,6.1,0.0,0.5
21,06,071,1400000US06071001200,06071001200,San Bernardino,"Census Tract 12, San Bernardino County, Californ",4905,1995,0.534,0.7404,0.9942,0.9761,0.7307,0.7022,0.3853,0.3779,0.6578,0.7115,0.0,0.6616,0.3734,6.0624,25.7,9.5,5.3,13.6,10.4,0.1585,0.4269,0.2235,0.4605,0.4553,5448.105862722283,1540049.486343535,"POLYGON ((-117.65095 34.087429, -117.650944 34.081565999999995, -117.650913 34.074298, -117.650888 34.072472, -117.646107 34.072491, -117.646098 34.070679, -117.643766 34.070685, -117.641393 34.070699, -117.6414 34.074328, -117.641403 34.077948, -117.641437 34.0816, -117.64145500000001 34.087081999999995, -117.643636 34.087438, -117.646165 34.087482, -117.65095 34.087429))",0.757,0.264,0.7988,0.537,0.3368,0.405,0.6335,0.4154,0.3166,0.604,0.1978,0.7965,0.0,61.8,18.5253,19.5,5.1,8.3,23.5547,9.3,14.1,12.6,23.5,8.3,6.1,0.0,0.0
22,06,071,1400000US06071001305,06071001305,San Bernardino,"Census Tract 13.05, San Bernardino County, Calif",5788,2935,0.8973,0.9813,0.9948,0.9746,0.7557,0.7236,0.3853,0.4315,0.7639,0.7666,0.0,0.7633,0.9539,10.1575,26.3,9.8,3.9,16.3,12.9,0.1848,0.5157,0.0528,0.7292,0.7418,6639.468194902531,1182947.17554212,"POLYGON ((-117.64145500000001 34.087081999999995, -117.639329 34.086543, -117.636269 34.085235, -117.630018 34.081604999999996, -117.628589 34.080805999999995, -117.623107 34.077647999999996, -117.619797 34.077627, -117.619856 34.084899, -117.62792400000001 34.084916, -117.628563 34.085074, -117.628575 34.09215, -117.62857199999999 34.092558, -117.630511 34.092708, -117.63311 34.093174999999995, -117.633045 34.09249, -117.632997 34.08695, -117.64145500000001 34.087081999999995))",0.9348,0.8931,0.9581,0.8801,0.6171,0.965,0.6731,0.7649,0.0291,0.9178,0.0904,0.9427,0.8169,93.7,57.81,35.8,10.2,14.8,53.7241,10.1,25.5,4.9,30.5,6.4,17.6,12.1,0.9
23,06,071,1400000US06071001400,06071001400,San Bernardino,"Census Tract 14, San Bernardino County, Californ",2863,5010,0.7806,0.8316,0.9932,0.9802,0.7394,0.7204,0.3853,0.0102,0.7891,0.0,0.0,0.368,0.6986,8.0606,27.6,10.3,4.8,16.0,13.1,0.249,0.6494,0.1505,0.7441,0.7146,4344.490816387928,1146588.399581865,"POLYGON ((-117.650888 34.072472, -117.65597 34.072452999999996, -117.655963 34.068833, -117.655958 34.068222999999996, -117.655958 34.067004, -117.65591599999999 34.063356999999996, -117.655919 34.061105, -117.654664 34.061112, -117.648456 34.061135, -117.646056 34.061138, -117.646055 34.063376, -117.64608799999999 34.068258, -117.646098 34.070679, -117.646107 34.072491, -117.650888 34.072472))",0.8355,0.8978,0.9243,0.0632,0.9785,0.9627,0.4328,0.8181,0.3915,0.3586,0.4937,0.9039,0.0,76.5,58.3654,29.5,1.5,40.9,53.3074,6.1,28.2,13.9,20.1,12.3,12.7,0.0,0.0
24,06,071,1400000US06071001504,06071001504,San Bernardino,"Census Tract 15.04, San Bernardino County, Calif",6006,4005,0.9006,0.984,0.9944,0.9812,0.8127,0.7657,0.3853,0.1756,0.7891,0.7666,0.9936,0.9987,0.9408,9.9927,25.1,10.1,3.6,16.4,12.4,0.1349,0.5987,0.0346,0.6853,0.7508,4787.500445639231,1279449.745774115,"POLYGON ((-117.629239 34.070704, -117.628545 34.068621, -117.628524 34.067074, -117.6285 34.063415, -117.610976 34.063514, -117.61099 34.067126, -117.611013 34.068816, -117.61192199999999 34.069091, -117.613353 34.070693999999996, -117.620761 34.070717, -117.629239 34.070704))",0.9385,0.7723,0.9218,0.8467,0.8288,0.9219,0.875,0.5938,0.0641,0.9514,0.185,0.9353,0.7129,94.2,46.2537,29.2,9.2,23.0,47.6821,16.5,19.3,6.7,32.4,8.1,16.4,5.6,0.2
25,06,071,1400000US06071001704,06071001704,San Bernardino,"Census Tract 17.04, San Bernardino County, Calif",5273,4159,0.5753,0.787,0.9891,0.9883,0.8919,0.9274,0.3853,0.1894,0.3597,0.7666,0.0,0.5408,0.6553,7.7819,25.1,9.5,4.3,14.3,11.6,0.1349,0.4269,0.0881,0.6052,0.538,5751.299216910985,2042794.889992345,"POLYGON ((-117.669916 34.040985, -117.66982 34.035129, -117.669045 34.033711, -117.667904 34.032178, -117.667783 34.031921, -117.667639 34.03029, -117.662808 34.030302999999996, -117.658925 34.030325999999995, -117.65701899999999 34.030299, -117.654569 34.030100000000004, -117.654467 34.030314, -117.650716 34.030338, -117.650687 34.033844, -117.650705 34.03745, -117.650739 34.041056999999995, -117.659014 34.041044, -117.663375 34.041038, -117.669916 34.040985))",0.8858,0.6029,0.9128,0.76,0.4426,0.5849,0.8154,0.3971,0.0986,0.8047,0.1364,0.8955,0.0,85.9,35.2817,28.1,7.5,10.4,28.9511,14.0,13.6,7.9,27.0,7.3,11.9,0.0,0.2
26,06,071,1400000US06071001806,06071001806,San Bernardino,"Census Tract 18.06, San Bernardino County, Calif",4797,2337,0.4417,0.6319,0.9897,0.9934,0.8882,0.9223,0.3853,0.4693,0.0,0.7666,0.0,0.3209,0.4187,6.3472,25.6,8.9,4.5,12.5,10.2,0.1541,0.2567,0.1118,0.4345,0.3268,4931.381221347393,1463139.630721555,"POLYGON ((-117.63714999999999 34.03037, -117.63712 34.026665, -117.6371 34.023469999999996, -117.63704899999999 34.019433, -117.628333 34.019484999999996, -117.623969 34.019501999999996, -117.624054 34.026745, -117.624081 34.02992, -117.623377 34.030389, -117.628427 34.030386, -117.631457 34.030192, -117.63714999999999 34.03037))",0.8547,0.3393,0.8571,0.286,0.1149,0.5104,0.2763,0.1317,0.3278,0.4497,0.2621,0.8697,0.6223,80.3,22.1805,23.1,3.3,4.2,26.5493,4.2,6.4,12.8,21.4,9.2,9.8,2.3,0.2
27,06,071,1400000US06071001312,06071001312,San Bernardino,"Census Tract 13.12, San Bernardino County, Calif",5127,2821,0.5993,0.8142,0.995,0.9782,0.8127,0.7343,0.3853,0.3217,0.7735,0.6711,0.9701,0.984,0.5921,7.3905,26.7,9.3,4.5,13.1,11.1,0.2035,0.3679,0.1118,0.5479,0.397,7878.6567323860545,2681963.40061482,"POLYGON ((-117.61112299999999 34.092064, -117.611206 34.084885, -117.61103800000001 34.077579, -117.610991 34.072415, -117.611175 34.070910999999995, -117.611176 34.07076, -117.605491 34.068774999999995, -117.596386 34.067741999999996, -117.593358 34.067718, -117.59339 34.077529999999996, -117.601107 34.077552, -117.601803 34.081291, -117.602178 34.082485999999996, -117.60343 34.08484, -117.6055 34.088173, -117.608812 34.092061, -117.61112299999999 34.092064))",0.9003,0.604,0.735,0.5111,0.4138,0.7297,0.4176,0.3157,0.1088,0.5466,0.4201,0.849,0.8388,88.4,35.3333,16.6,4.9,9.8,34.7232,5.9,11.4,8.2,22.7,11.3,8.5,14.0,0.0
28,06,071,1400000US06071001804,06071001804,San Bernardino,"Census Tract 18.04, San Bernardino County, Calif",5250,2600,0.456,0.6507,0.9895,0.992,0.8804,0.9166,0.3853,0.3217,0.0,0.7666,0.0,0.3209,0.5447,7.1055,23.7,8.7,4.1,12.2,9.9,0.091,0.2054,0.0688,0.3955,0.2921,4940.884576154785,1521744.284129965,"POLYGON ((-117.650716 34.030338, -117.650649 34.026587, -117.650628 34.019331, -117.63704899999999 34.019433, -117.6371 34.023469999999996, -117.63712 34.026665, -117.63714999999999 34.03037, -117.641496 34.030343, -117.650716 34.030338))",0.8474,0.4211,0.7788,0.7175,0.2424,0.6407,0.4964,0.05,0.226,0.4796,0.544,0.6975,0.5809,78.8,26.1136,18.5,6.9,6.6,31.0114,7.0,3.6,10.9,21.8,13.0,3.5,1.6,0.1
29,06,071,1400000US06071002206,06071002206,San Bernardino,"Census Tract 22.06, San Bernardino County, Calif",7293,3438,0.5286,0.7347,0.9938,0.9948,0.8882,0.9165,0.4991,0.5348,0.5168,0.7666,0.0,0.6159,0.3846,6.1319,22.6,8.8,4.2,11.9,8.8,0.0671,0.2306,0.0785,0.2542,0.2588,5587.7025487423725,2007920.29985167,"POLYGON ((-117.593201 34.030505999999995, -117.593164 34.019145, -117.587017 34.019118999999996, -117.584533 34.019085, -117.57580899999999 34.019096999999995, -117.57576399999999 34.020288, -117.575273 34.022644, -117.575165 34.023827, -117.57571899999999 34.028894, -117.580894 34.030156, -117.584558 34.030525, -117.585437 34.030557, -117.593201 34.030505999999995))",0.8564,0.1137,0.6252,0.7327,0.2424,0.756,0.2763,0.1348,0.1692,0.7673,0.1593,0.7914,0.0,80.7,10.9769,12.9,7.1,6.6,35.9788,4.2,6.5,9.7,26.2,7.7,5.9,0.0,0.3
30,06,071,1400000US06071001803,06071001803,San Bernardino,"Census Tract 18.03, San Bernardino County, Calif",3263,26921,0.857,0.9934,0.9926,0.9895,0.9109,0.9316,0.5813,0.3779,0.6765,0.5898,0.976,0.9688,0.942,10.0069,30.3,9.6,6.3,13.7,13.3,0.4037,0.4568,0.4075,0.7596,0.4677,12504.473442823442,9188942.094664395,"POLYGON ((-117.636614 34.054981999999995, -117.636675 34.052133999999995, -117.636976 34.051491999999996, -117.637224 34.050973, -117.637248 34.037497, -117.63714999999999 34.03037, -117.631457 34.030192, -117.628427 34.030386, -117.623377 34.030389, -117.611001 34.030457999999996, -117.606595 34.030485999999996, -117.59932599999999 34.030476, -117.593201 34.030505999999995, -117.593273 34.044083, -117.610919 34.04994, -117.62314 34.054013, -117.624639 34.054376999999995, -117.628615 34.054891999999995, -117.636614 34.054981999999995))",0.8426,0.4283,0.87,0.9256,0.624,0.8815,0.4474,0.6097,0.8244,0.0899,0.7809,0.917,0.9724,77.9,26.4468,24.1,12.2,15.0,43.9105,6.3,19.8,21.9,13.2,17.1,14.1,36.5,2.1
31,06,071,1400000US06071000603,06071000603,San Bernardino,"Census Tract 6.03, San Bernardino County, Califo",5508,5382,0.4407,0.6307,0.9881,0.9881,0.8847,0.9231,0.3853,0.0611,0.2977,0.7666,0.0,0.5133,0.686,7.9769,24.5,9.2,4.7,13.5,10.5,0.1153,0.3389,0.1372,0.4731,0.4444,7117.28548359341,2253025.080799415,"POLYGON ((-117.698171 34.03353, -117.698105 34.026281, -117.68938299999999 34.026339, -117.68068099999999 34.026378, -117.667599 34.026471, -117.667639 34.03029, -117.667783 34.031921, -117.667904 34.032178, -117.669045 34.033711, -117.672019 34.033682999999996, -117.678555 34.03365, -117.680732 34.033642, -117.681843 34.033629999999995, -117.689457 34.033615999999995, -117.693815 34.033556, -117.698171 34.03353))",0.8458,0.3767,0.8238,0.3443,0.6273,0.6504,0.6636,0.4117,0.1831,0.7724,0.2473,0.819,0.4769,78.5,23.9665,20.9,3.7,15.1,31.37,9.9,14.0,10.0,26.3,9.0,7.0,0.6,1.4
32,06,071,1400000US06071001702,06071001702,San Bernardino,"Census Tract 17.02, San Bernardino County, Calif",5300,3237,0.5485,0.7576,0.9887,0.9849,0.8344,0.85,0.3853,0.5348,0.5479,0.4936,0.0,0.5026,0.7317,8.287,26.9,9.4,5.5,13.7,11.2,0.2135,0.3966,0.257,0.5598,0.4677,7077.7497957541045,2506902.446396935,"POLYGON ((-117.68076500000001 34.048356, -117.680837 34.047742, -117.680816 34.040897, -117.680748 34.035433, -117.680732 34.033642, -117.678555 34.03365, -117.672019 34.033682999999996, -117.669045 34.033711, -117.66982 34.035129, -117.669916 34.040985, -117.66979 34.049158, -117.669867 34.055994, -117.680835 34.055966999999995, -117.68079900000001 34.05489, -117.680784 34.053149, -117.68075 34.048395, -117.68076500000001 34.048356))",0.831,0.4434,0.793,0.9239,0.5784,0.7992,0.4687,0.5419,0.4397,0.6577,0.2255,0.7914,0.0,75.6,27.1564,19.2,12.1,13.7,38.3155,6.6,17.7,14.7,24.3,8.7,5.9,0.0,2.1
33,06,071,1400000US06071001813,06071001813,San Bernardino,"Census Tract 18.13, San Bernardino County, Calif",4855,3876,0.9034,0.9868,0.9917,0.9861,0.8679,0.8543,0.3853,0.4315,0.7891,0.3755,0.9635,0.958,0.8978,9.5486,25.5,9.8,3.5,16.2,12.5,0.1497,0.5157,0.0302,0.6944,0.7328,6387.587270868439,1555377.17654482,"POLYGON ((-117.650807 34.054967999999995, -117.650773 34.050402999999996, -117.65077 34.049248999999996, -117.646017 34.049268, -117.64414099999999 34.048522999999996, -117.644059 34.041089, -117.64160000000001 34.04114, -117.641572 34.037516, -117.637248 34.037497, -117.637224 34.050973, -117.636976 34.051491999999996, -117.636675 34.052133999999995, -117.636614 34.054981999999995, -117.648392 34.054981999999995, -117.650807 34.054967999999995))",0.9618,0.8748,0.989,0.7175,0.4833,0.8837,0.8804,0.8235,0.0418,0.9435,0.131,0.9582,0.4769,96.9,55.7137,47.9,6.9,11.3,44.0711,16.8,28.5,5.7,31.9,7.2,20.4,0.6,0.1
34,06,071,1400000US06071001001,06071001001,San Bernardino,"Census Tract 10.01, San Bernardino County, Calif",5557,4294,0.5298,0.7362,0.9928,0.9743,0.7557,0.7521,0.3853,0.1839,0.6251,0.7666,0.0,0.6747,0.7848,8.6541,26.2,9.7,4.5,14.3,11.4,0.1804,0.4859,0.1118,0.5831,0.538,4908.558538236105,1445480.1801108,"POLYGON ((-117.680888 34.087374, -117.680863 34.083656999999995, -117.680822 34.077842, -117.680822 34.077691, -117.680816 34.074197999999996, -117.670092 34.074238, -117.670107 34.077861999999996, -117.670118 34.081502, -117.670137 34.087379, -117.680888 34.087374))",0.8721,0.686,0.8529,0.9031,0.6273,0.8747,0.3944,0.6672,0.0828,0.9113,0.3133,0.8814,0.0,83.5,40.238,22.8,11.1,15.1,43.3623,5.6,21.7,7.4,30.2,9.9,10.7,0.0,0.5
35,06,071,1400000US06071001600,06071001600,San Bernardino,"Census Tract 16, San Bernardino County, Californ",5363,13675,0.9576,0.9914,0.9942,0.9843,0.8804,0.7485,0.5476,0.198,0.7891,0.4611,0.9828,0.968,0.9285,9.8489,27.2,10.7,3.5,19.2,14.9,0.2282,0.7373,0.0302,0.8547,0.9135,24243.89061747451,12431617.503358,"POLYGON ((-117.680859 34.059861, -117.680835 34.055966999999995, -117.669867 34.055994, -117.663281 34.056024, -117.66237 34.055909, -117.660583 34.055419, -117.658564 34.05499, -117.653532 34.05495, -117.650807 34.054967999999995, -117.648392 34.054981999999995, -117.636614 34.054981999999995, -117.628615 34.054891999999995, -117.624639 34.054376999999995, -117.62314 34.054013, -117.610919 34.04994, -117.593273 34.044083, -117.59328099999999 34.048282, -117.592694 34.048339999999996, -117.575913 34.048257, -117.575818 34.057649, -117.57576 34.061501, -117.577995 34.061757, -117.581344 34.0629, -117.593363 34.062546, -117.593358 34.067718, -117.596386 34.067741999999996, -117.605491 34.068774999999995, -117.611176 34.07076, -117.611013 34.068816, -117.61099 34.067126, -117.610976 34.063514, -117.6285 34.063415, -117.630803 34.063414, -117.637223 34.063397, -117.641333 34.063385, -117.646055 34.063376, -117.646056 34.061138, -117.648456 34.061135, -117.654664 34.061112, -117.655919 34.061105, -117.65591599999999 34.063356999999996, -117.660625 34.063327, -117.670019 34.063311999999996, -117.68081699999999 34.063303999999995, -117.680859 34.059861))",0.9703,0.9348,0.9899,0.2712,0.6434,0.9551,0.8963,0.8507,0.0361,0.8824,0.0862,0.9886,0.8367,97.7,63.8115,48.5,3.2,15.6,51.9231,17.7,30.2,5.4,29.1,6.3,30.7,13.8,0.3
36,06,071,1400000US06071001906,06071001906,San Bernardino,"Census Tract 19.06, San Bernardino County, Calif",10032,5254,0.4177,0.6018,0.9935,0.9955,0.8541,0.8709,0.5587,0.4088,0.2648,0.4587,0.0,0.2921,0.3317,5.7971,23.6,9.0,3.9,12.6,9.4,0.0881,0.2831,0.0528,0.3319,0.339,11267.429228294854,7800920.373438595,"POLYGON ((-117.593164 34.019145, -117.59315 34.011841, -117.593175 33.997254999999996, -117.558429 33.997112, -117.558269 34.018906, -117.56619599999999 34.019007, -117.56712999999999 34.018985, -117.57580899999999 34.019096999999995, -117.584533 34.019085, -117.587017 34.019118999999996, -117.593164 34.019145))",0.8555,0.3539,0.6394,0.4859,0.4788,0.6828,0.503,0.3121,0.059,0.7008,0.0591,0.6668,0.0,80.5,22.8901,13.3,4.7,11.2,32.6524,7.1,11.3,6.5,25.0,5.6,3.0,0.0,0.0
37,06,071,1400000US06071002109,06071002109,San Bernardino,"Census Tract 21.09, San Bernardino County, Calif",6121,25939,0.5322,0.7386,0.9954,0.9799,0.8882,0.8231,0.5561,0.1756,0.7891,0.7666,0.9702,0.9954,0.3541,5.9417,18.2,9.1,2.9,12.8,5.8,0.0212,0.3108,0.0156,0.0354,0.362,11044.202365436926,4840588.965561045,"POLYGON ((-117.59339 34.077529999999996, -117.593358 34.067718, -117.545083 34.067488, -117.54497 34.077233, -117.575705 34.077427, -117.579321 34.077438, -117.59339 34.077529999999996))",0.8184,0.5935,0.1544,0.4585,0.9724,0.9586,0.7651,0.1523,0.04,0.4497,0.07,0.5088,0.0,73.2,34.7684,3.7,4.5,39.1,52.5564,12.4,7.0,5.6,21.4,5.9,1.4,0.0,0.0
